subject,lh_pFus,lh_mFus,rh_pFus,rh_mFus
100206,0.06169282804692435,0.13748780634281887,0.12241217061017486,0.16566828295921873
100307,0.09657164226430187,0.06100116339170966,0.13146612404206184,0.07958766741716007
100408,0.3728480554025759,0.3761683820655251,0.4353377488880821,0.30303131479956824
100610,0.21099394651702866,0.11440109960993675,0.2648760459965173,0.20142643534885427
101006,0.12361741638360425,0.07915560195151197,0.10122088050049508,0.09753482488781323
101107,0.4247768162661176,0.2904314492422672,0.26269649034028675,0.38334402963910735
101309,0.2482418503905031,0.2017431262602933,0.2448515541123867,0.22533198494123546
101410,,,,
101915,0.2491239121374039,0.2659034907989803,0.25112094966264514,0.1342267109194202
102008,0.35339971066703474,0.1814203621362909,0.3677807477056101,0.26335892601096217
102311,0.3006299220510867,0.3139776327623494,0.3434474341386331,0.13394322585523316
102513,0.21652955067065746,0.14754279576584325,0.17364587550072855,0.08857524299916338
102816,0.2052615560858273,0.10731916819508214,0.22464203502756167,0.19185903816407832
103111,0.11805741517911995,0.06901529876764906,0.11844824755617735,0.11147575636950496
103414,0.15193854949810293,0.1158437320374674,0.11218313213809862,0.15272353012859335
103515,0.22197852928851025,0.12885575787464834,0.2726467240822297,0.16008117986764372
103818,0.15953633820868202,0.2066182515661468,,0.2311169763456978
104416,0.25989137863372164,0.1498261036491667,0.2664887507225198,0.1958082181016628
104820,0.12529749975286705,0.13174076756835099,0.14460445991409038,0.1358519262272523
105014,0.18147269324892867,0.11973036673352785,0.21431048671466588,0.1687976301529852
105115,0.11706832936151018,0.0593598089637398,0.08872638887067509,0.07686352482295296
105216,0.16551384704251162,0.1372117015311791,0.21014532659026414,0.17312714112552682
105620,0.06451637042112844,0.08050230669405928,0.10337632308201944,0.13410179192967647
105923,0.3992505303441148,0.3266700638896328,0.4158525568500786,0.2951183553962497
106319,0.5395619970257851,0.4468564282672311,0.4535400157446328,0.513271688177394
106521,0.1380535967062992,0.10362916029375936,0.1043889406374303,0.07024819764014174
107018,0.24490771232920874,0.1797720021584691,0.2317596477269496,0.18531755844423314
107220,,,,
107321,0.23460698040776395,0.15394469509398576,0.20554107240362546,0.1252796625672795
107422,0.3625999012308841,0.2379297898070559,0.3206049345199609,0.12277104923308035
107725,0.14273385868326102,0.05570021663472899,0.12433741980468367,0.0715961548740143
108121,0.13389465961478067,0.07294988770970666,0.1431112229795465,0.1283836709460298
